function_name,script_file_name,module_family,function_visibility,line_number,functional_role,migration_priority,python_target_package,safe_migration_mode
MVPQAIC_P2X_buildPromptTemplate_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,5803,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2X_defaultMission_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,5835,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2V_rebuildPromptImprovementQueue_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,5846,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2V_libraryCleanup_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,5879,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2V_queueCleanup_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,5899,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2V_normalizeValidationStatus_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,5910,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2V_runtimeDisplayName_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,5938,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2V_queueRuntimeName_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,5957,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2V_formatPromptLibrary_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,5968,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2V_formatPromptQueue_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,5989,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2V_writeBanner_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,6010,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2V_writeTable_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,6022,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2V_readTable_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,6038,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2V_getSheet_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,6051,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2V_mergeHeaders_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,6059,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2V_objToRow_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,6069,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2V_cloneObj_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,6073,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2V_isBasePrompt_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,6079,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2V_baseFromVariant_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,6083,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2V_readAiRuntimeNames_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,6088,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2V_setWidths_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,6105,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2V_resetFilter_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,6112,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2V_applyStatusColors_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,6117,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_PromptWorkflowSheetsOptimize,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,6151,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_PromptCockpitsRecalculateSafe,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,6155,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_PromptWorkflowAuditRepairSafe,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,6159,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2Y_PromptWorkflowSheetsOptimize,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,6163,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2Y_repairPromptLibrary_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,6202,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2Y_repairPromptQueue_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,6284,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
score,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,INTERNAL,6376,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2Y_writeCockpit_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,6398,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2Y_formatPromptLibrary_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,6425,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2Y_formatPromptQueue_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,6446,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2Y_baseFormat_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,6465,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2Y_colorRowsByColumns_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,6484,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2Y_applyValidation_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,6502,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2Y_setColumnWidthIfExists_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,6510,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2Y_findHeaderRow_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,6515,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2Y_readTable_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,6524,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2Y_readKeyValueSheet_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,6540,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2Y_readRuntimeNames_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,6550,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2Y_displayRuntimeName_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,6561,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2Y_mergeHeaders_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,6576,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2Y_objToRow_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,6586,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2Y_clone_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,6590,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2Y_basePromptId_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,6596,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2Y_normalizeValidationStatus_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,6602,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2AA_promptDetail_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,6608,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2AB_promptDetailFromDraft_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,6633,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2AB_clipPromptDetail_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,6641,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2AA_usedByRuntimeNames_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,6647,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2AB_runtimeUsedByLabel_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,6674,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2Y_normalizeHumanReviewStatus_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,6688,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2Y_normalizeDraftStatus_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,6694,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2Y_getSheet_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,6700,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2Y_parisDateTime_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,6708,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2Y_errorCode_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,6714,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2Z_clearAllDataValidations_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,6719,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2AC_readTable_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,6754,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2AC_get_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,6770,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2AC_collectLockedReferences_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,6774,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2AC_collectVariants_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,6781,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2AC_latestVariant_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,6812,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2AC_collectActiveDrafts_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,6823,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2AC_duplicateVariantGroups_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,6838,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2AC_bestRuntimeId_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,6848,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2AC_basePromptId_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,6858,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2AC_findIntakeFieldRow_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,6863,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2AC_getIntakeField_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,6872,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2AC_setIntakeField_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,6877,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2AC_runId_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,6884,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2AC_result_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,6888,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2AC_error_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,6892,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2AC_log_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,6896,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_PromptVariantGovernanceStatus,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,6915,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_PromptVariantPrepareNextTestSafe,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,6977,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_PromptVariantRuntimeBindingRepairSafe,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,7056,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2AD_repairVariantRuntimeBinding_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,7086,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
set,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,INTERNAL,7092,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2AD_resolveRuntimeContext_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,7118,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2AD_runtimeFromQueue_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,7134,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2AD_runtimeFromJournal_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,7151,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2AD_normalizeRuntime_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,7165,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2AD_buildRuntimeBoundPromptId_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,7177,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2AD_collectVariants_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,7188,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2AD_collectLockedReferences_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,7214,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2AD_latestVariant_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,7221,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2AD_findVariantByRow_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,7232,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2AD_readTable_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,7238,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2AD_get_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,7252,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2AD_getSheet_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,7254,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2AD_isReferenceRuntime_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,7255,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2AD_basePromptId_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,7256,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2AD_slug_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,7257,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2AD_clip_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,7258,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2AD_findIntakeFieldRow_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,7259,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2AD_getIntakeField_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,7266,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2AD_setIntakeField_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,7267,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2AD_runId_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,7268,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2AD_result_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,7269,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2AD_error_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,7270,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2AD_log_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,7271,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2AG_RuntimePromptControlCenterRun_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,7287,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2AG_buildControlRows_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,7338,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2AG_writeControlCenter_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,7501,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2AG_collectReferences_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,7628,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2AG_collectVariants_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,7634,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2AG_objectFromRow_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,7640,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2AG_collectActiveDrafts_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,7666,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2AG_collectJournalRows_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,7686,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2AG_readIntake_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,7705,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2AG_latestByDate_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,7716,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2AG_readTable_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,7727,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2AG_get_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,7741,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2AG_getSheet_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,7743,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2AG_basePromptId_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,7744,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2AG_clip_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,7745,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2AG_preview_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,7746,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2AG_notesRow_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,7755,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2AG_findIntakeFieldRow_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,7764,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2AG_getIntakeField_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,7765,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2AG_runId_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,7766,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2AG_parisNow_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,7767,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
MVPQAIC_P2AG_result_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,PUBLIC,7768,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
